origen,archivo,numero,mes,anio,fuente_fecha,chars_portada
drive,Reporte-Mensual-de-Conflictos-Sociales-N-123-2014.pdf,123,,,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-121-marzo-2014.pdf,121,3,2014,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-120-Febrero-2014.pdf,120,2,2014,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-119-enero-2014.pdf,119,1,2014,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-118-diciembre-2013.pdf,118,12,2013,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-117-noviembre-2013.pdf,117,11,2013,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-116-Octubre-2013.pdf,116,10,2013,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-115-Septiembre-2013.pdf,115,9,2013,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-114-Agosto-2013.pdf,114,8,2013,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-113-Julio-2013.pdf,113,7,2013,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-104-Octu-2012.pdf,104,10,2012,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-103-Sept-2012.pdf,103,9,2012,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-102-Ago-12.pdf,102,8,2012,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-101-Julio-12.pdf,101,7,2012,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-98-Abril-2012.pdf,98,4,2012,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-95-Enero-2012.pdf,95,1,2012,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,239,1,2024,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,233,7,2023,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,234,8,2023,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,237,11,2023,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,231,5,2023,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-224-Octubre-2022.pdf,224,10,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-216-Febrero-2022-VF.pdf,216,2,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-227-Enero-2023.pdf,227,1,2023,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-225-Noviembre-2022.pdf,225,11,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-223-Setiembre-2022.pdf,223,9,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-219-Mayo-2022.pdf,219,5,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-220-Junio-2022.pdf,220,6,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-222-Agosto-2022.pdf,222,8,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-217-Marzo-2022.pdf.pdf,217,3,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-215-Enero-2022-1.pdf,215,1,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-206-abril-2021.pdf,206,4,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-211-setiembre-2021.pdf,211,9,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-210-agosto-2021.pdf,210,8,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-208-junio-2021.pdf,208,6,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-213-noviembre-2021.pdf,213,11,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-204-febrero-2021.pdf,204,2,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-207-Mayo-2021.pdf,207,5,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-209-julio-2021.pdf,209,7,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-205-marzo-2021.pdf,205,3,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-203-enero-2021.pdf,203,1,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-202-diciembre-2020.pdf,202,12,2020,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-200-octubre-2020.pdf,200,10,2020,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-201-noviembre-2020.pdf,201,11,2020,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-195-mayo-2020.pdf,195,5,2020,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-171-Mayo-2018.pdf,171,5,2018,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-194-abril-2020.pdf,194,4,2020,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-196-junio-2020.pdf,196,6,2020,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-197-julio-2020.pdf,197,7,2020,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-199-septiembre-2020.pdf,199,9,2020,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-n.°-243-Mayo-2024.pdf,243,5,2024,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-n.°-212-octubre-2021.pdf,212,10,2021,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-n.º-218-–-abril-2022.pdf,218,4,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-n.°-240-Febrero-2024.pdf,240,2,2024,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-n.°-244-Junio_2024.pdf,244,6,2024,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-n.°-226-diciembre-2022.pdf,226,12,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-n.°-221-julio-2022.pdf,221,7,2022,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-n.°-214-–-diciembre-2021.pdf,214,12,2021,nombre,
drive,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,245,7,2024,nombre,
drive,Reporte-M.-de-Conflictos-Sociales-N-112-Junio-2013.pdf,112,6,2013,nombre,
drive,Reporte-M.-de-Conflictos-Sociales-N-111-Mayo2013.pdf,111,5,2013,nombre,
drive,Reporte-M.-de-Conflictos-Sociales-N-110-Abr-2013.pdf,110,4,2013,nombre,
drive,Reporte-M.-de-Conflictos-Sociales-N-109-Mar-2013.pdf,109,3,2013,nombre,
drive,Reporte-M.-de-Conflictos-Sociales-N-108-Feb-2013.pdf,108,2,2013,nombre,
drive,Reporte-M.-de-Conflictos-Sociales-N-107-Ene-2013.pdf,107,1,2013,nombre,
drive,Reporte-M.-de-Conflictos-Sociales-N-106-Diciembre-2012.pdf,106,12,2012,nombre,
drive,Reporte-M.-de-Conflictos-Sociales-N-105-Noviembre-2012.pdf,105,11,2012,nombre,
drive,Reporte-M.-de-Conflictos-Sociales-N-99-May-2012.pdf,99,5,2012,nombre,
drive,reporte-diciembre.pdf,,,,nombre,
drive,Reporte-de-Mensual-Conflictos-Sociales-N-100-Junio-2012.pdf,100,6,2012,nombre,
drive,Reporte-de-Conflictos-Sociales-N-97-Marzo-2012.pdf,97,3,2012,nombre,
drive,Reporte-de-Conflictos-Sociales-N-96-Febrero-2012.pdf,96,2,2012,nombre,
drive,Reporte-de-conflictos-N-94.pdf,94,,,nombre,
drive,ReporteDeConflictos_abril24.pdf,,4,2024,nombre,
drive,reporte-conflictos-57.pdf,57,,,nombre,
drive,reporte-conflictos-56.pdf,56,,,nombre,
drive,reporte-conflictos-55.pdf,55,,,nombre,
drive,ReporteConflictos_marzo2024.pdf,,3,2024,nombre,
drive,reporte-83.pdf,,,,nombre,
drive,reporte-82.pdf,,,,nombre,
drive,reporte-81.pdf,,,,nombre,
drive,reporte-80.pdf,,,,nombre,
drive,reporte-75-2010.pdf,,,,nombre,
drive,Reporte-74.pdf,,,,nombre,
drive,Reporte-73.pdf,,,,nombre,
drive,reporte-71.pdf,,,,nombre,
drive,reporte-69.pdf,,,,nombre,
drive,reporte-66.pdf,,,,nombre,
drive,reporte-65.pdf,,,,nombre,
drive,reporte-64.pdf,,,,nombre,
drive,Reporte-63.pdf,,,,nombre,
drive,Reporte-46-diciembre-2007.pdf,,12,2007,nombre,
drive,reporte_conflictos_59_enero2009.pdf,,1,2009,nombre,
drive,Conflictos-Sociales-N°-191-Enero-2020.pdf,191,1,2020,nombre,
drive,Conflictos-Sociales-N°-188-Octubre-2019.pdf,188,10,2019,nombre,
drive,Conflictos-Sociales-N°-176-Octubre-2018.pdf,176,10,2018,nombre,
drive,Conflictos-Sociales-N°-179-Enero-2019.pdf,179,1,2019,nombre,
drive,Conflictos-Sociales-N°-181-Marzo-2019.pdf,181,3,2019,nombre,
drive,Conflictos-Sociales-N°-184-Junio-2019.pdf,184,6,2019,nombre,
drive,Conflictos-Sociales-N°-178-Diciembre-2018.pdf,178,12,2018,nombre,
drive,Conflictos-Sociales-N°-182-Abril-2019.pdf,182,4,2019,nombre,
drive,Conflictos-Sociales-N°-180-Febrero-2018.pdf,180,2,2018,nombre,
drive,Conflictos-Sociales-N°-183-Mayo-2019.pdf,183,5,2019,nombre,
drive,Conflictos-Sociales-N°-174-Agosto-2018.pdf,174,8,2018,nombre,
drive,Conflictos-Sociales-N°-60-Febrero-2009.pdf,60,2,2009,nombre,
drive,Conflictos-Reporte72.pdf,,,,nombre,
drive,Conflictos-Reporte-68.pdf,,,,nombre,
drive,Conflictos-Reporte-53.pdf,,,,nombre,
drive,conflictos-67.pdf,67,,,nombre,
drive,conflictos-62.pdf,62,,,nombre,
drive,conflictos_sociales54.pdf,54,,,nombre,
drive,conflictos_sociales52.pdf,52,,,nombre,
drive,conflictos_sociales49.pdf,49,,,nombre,
drive,conflictos_sociales48.pdf,48,,,nombre,
drive,conflictos_sociales47.pdf,47,,,nombre,
drive,conflictos_sociales45-CS.pdf,45,,,nombre,
drive,conflictos_sociales44-CS.pdf,44,,,nombre,
drive,conflictos_sociales43.pdf,43,,,nombre,
drive,conflictos_sociales42.pdf,42,,,nombre,
drive,conflictos_sociales41.pdf,41,,,nombre,
drive,conflictos_sociales40.pdf,40,,,nombre,
drive,conflictos_sociales39.pdf,39,,,nombre,
drive,conflictos_reporte_61.pdf,,,,nombre,
drive,conflictos_reporte_58.pdf,,,,nombre,
drive,reporte-menusal-92.pdf,,,,nombre,
drive,Reporte-89.pdf,,,,nombre,
drive,setiembre 2004 - Reporte 07 - Conflictos sociales.pdf,7,9,2004,nombre,
drive,Reporte-conflictos-93.pdf,93,,,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-34---Diciembre-2006.pdf,34,12,2006,nombre,
drive,setiembre 2005 - conflictos_sociales19.pdf,19,9,2005,nombre,
drive,Reporte-87-mayo-2011.pdf,,5,2011,nombre,
drive,Reporte-88.pdf,,,,nombre,
drive,reporte-84.pdf,,,,nombre,
drive,reporte-76-2010.pdf,,,,nombre,
drive,reporte-078.pdf,,,,nombre,
drive,reporte-77.pdf,,,,nombre,
drive,reporte_91_1.pdf,,,,nombre,
drive,Reporte_conflictos_90.pdf,90,,,nombre,
drive,reporte_85.pdf,,,,nombre,
drive,reporte_86.pdf,,,,nombre,
drive,octubre 2004 - Reporte 08 - Conflictos sociales.pdf,8,10,2004,nombre,
drive,mayo 2005 - conflictos_sociales15.pdf,15,5,2005,nombre,
drive,octubre 2005 - conflictos_sociales20.pdf,20,10,2005,nombre,
drive,mitad julio 2005 - conflictos_sociales16.pdf,16,7,2005,nombre,
drive,noviembre 2004 - Reporte 09 - Conflictos sociales.pdf,9,11,2004,nombre,
drive,noviembre 2005 - conflictos_sociales21.pdf,21,11,2005,nombre,
drive,mitad junio 2004 - Reporte 03 - Conflictos sociales.pdf,3,6,2004,nombre,
drive,julio 2004 - Reporte 05 - Conflictos sociales.pdf,5,7,2004,nombre,
drive,mayo 2004 - Reporte 02 - Conflictos sociales.pdf,2,5,2004,nombre,
drive,final junio 2004 - Reporte 04 - Conflictos sociales.pdf,4,6,2004,nombre,
drive,marzo 2005 - conflictos_sociales13.pdf,13,3,2005,nombre,
drive,final julio 2005 - conflictos_sociales17.pdf,17,7,2005,nombre,
drive,Conflictos-Sociales-N°-79-Septiembre-2010.pdf,79,9,2010,nombre,
drive,enero 2005 - conflictos_sociales11.pdf,11,1,2005,nombre,
drive,Conflictos-Sociales-51.pdf,51,,,nombre,
drive,diciembre 2005 - conflictos_sociales22.pdf,22,12,2005,nombre,
drive,febrero 2005 - conflictos_sociales12.pdf,12,2,2005,nombre,
drive,conflictos_sociales35.pdf,35,,,nombre,
drive,diciembre 2004 - Reporte 10 - Conflictos sociales.pdf,10,12,2004,nombre,
drive,conflictos_sociales38.pdf,38,,,nombre,
drive,conflictos_sociales37.pdf,37,,,nombre,
drive,conflictos_sociales36.pdf,36,,,nombre,
drive,conflictos_sociales50.pdf,50,,,nombre,
drive,conflictos_sociales31.pdf,31,,,nombre,
drive,conflictos_sociales30.pdf,30,,,nombre,
drive,conflictos_sociales32.pdf,32,,,nombre,
drive,conflictos_sociales33.pdf,33,,,nombre,
drive,conflictos_sociales29.pdf,29,,,nombre,
drive,conflictos_sociales24.pdf,24,,,nombre,
drive,conflictos_sociales26.pdf,26,,,nombre,
drive,agosto 2004 - Reporte 06 - Conflictos sociales.pdf,6,8,2004,nombre,
drive,conflictos_sociales27.pdf,27,,,nombre,
drive,conflictos_sociales23.pdf,23,,,nombre,
drive,conflictos_sociales25.pdf,25,,,nombre,
drive,agosto 2005 - conflictos_sociales18.pdf,18,8,2005,nombre,
drive,abril 2005 - conflictos_sociales14.pdf,14,4,2005,nombre,
drive,conflictos_sociales28.pdf,28,,,nombre,
drive,abril 2004 - Reporte 01 - Conflictos sociales.pdf,1,4,2004,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-251-Enero-2025.pdf,251,1,2025,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-248-Octubre_2024.pdf,248,10,2024,nombre,
drive,Reporte-Conflictos-Sociales-249-Noviembre-2024.pdf,249,11,2024,nombre,
drive,Reporte-Conflictos-Sociales-250-Diciembre-2024.pdf,250,12,2024,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-169-Marzo-2018.pdf,169,3,2018,nombre,
drive,Conflictos Sociales N° 247 - setiembre 2024.pdf,247,9,2024,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-156-Febrero-2017.pdf,156,2,2017,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-122.pdf,122,,,nombre,
drive,Reporte-Mensual-Conflictos-Sociales-125-Julio-2014.pdf,125,7,2014,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-136-Junio-2015.pdf,136,6,2015,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-152---Octubre-2016.pdf,152,10,2016,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N°-170---Abril-2018.pdf,170,4,2018,nombre,
drive,Reporte-Mensual-de-Conflictos-Sociales-N-172---Junio-2018.pdf,172,6,2018,nombre,
drive,Reporte Mensual de Conflictos Sociales N° 173 - Julio 2018.pdf,173,7,2018,nombre,
drive,Conflictos-Sociales-N°-175-Septiembre-2018.pdf.pdf,175,9,2018,nombre,
drive,Conflictos Sociales N° 177 - Noviembre 2018.pdf,177,11,2018,nombre,
drive,Conflictos Sociales N° 185 - Julio 2019.pdf,185,7,2019,nombre,
drive,Conflictos Sociales N° 186 - Agosto 2019.pdf,186,8,2019,nombre,
drive,Conflictos Sociales N° 187 - Septiembre 2019.pdf,187,9,2019,nombre,
drive,Conflictos Sociales N° 189 - Noviembre 2019.pdf,189,11,2019,nombre,
drive,Conflictos Sociales N° 190 - diciembre 2019.pdf,190,12,2019,nombre,
drive,Reporte Mensual de Conflictos Sociales N° 192 - febrero 2020.pdf,192,2,2020,nombre,
drive,Reporte Mensual de Conflictos Sociales N° 193 - marzo 2020.pdf,193,3,2020,nombre,
drive,Reporte Mensual de Conflictos Sociales N° 198 - agosto 2020.pdf,198,8,2020,nombre,
