numero,en_drive,en_nuevo,estado,archivo_drive,archivo_nuevo
220,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-220-Junio-2022.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-220-Junio-2022.pdf
221,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-n.°-221-julio-2022.pdf,Reporte-Mensual-de-Conflictos-Sociales-n._-221-julio-2022.pdf
222,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-222-Agosto-2022.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-222-Agosto-2022.pdf
223,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-223-Setiembre-2022.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-223-Setiembre-2022.pdf
224,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-224-Octubre-2022.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-224-Octubre-2022.pdf
225,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-225-Noviembre-2022.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-225-Noviembre-2022.pdf
226,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-n.°-226-diciembre-2022.pdf,Reporte-Mensual-de-Conflictos-Sociales-n._-226-diciembre-2022.pdf
227,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-227-Enero-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-227-Enero-2023.pdf
228,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-228-Febrero-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-228-Febrero-2023.pdf
229,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N-229-Marzo-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N-229-Marzo-2023.pdf
230,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N230_Abril-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N230_Abril-2023.pdf
231,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-231-mayo-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-231-mayo-2023.pdf
232,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-232-Junio-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-232-Junio-2023.pdf
233,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-233-Julio-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-233-Julio-2023.pdf
234,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-234-Agosto-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-234-Agosto-2023.pdf
235,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-235-Setiembre-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-235-Setiembre-2023.pdf
236,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-236-Octubre-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-236-Octubre-2023.pdf
237,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-237-Noviembre-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-237-Noviembre-2023.pdf
238,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-238-Diciembre-2023.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-238-Diciembre-2023.pdf
239,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-239-Enero-2024.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-239-Enero-2024.pdf
240,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-n.°-240-Febrero-2024.pdf,Reporte-Mensual-de-Conflictos-Sociales-n._-240-Febrero-2024.pdf
241,False,True,solo_nuevo,,n241_ReporteConflictos_marzo2024.pdf
242,False,True,solo_nuevo,,n242_ReporteDeConflictos_abril24.pdf
243,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-n.°-243-Mayo-2024.pdf,Reporte-Mensual-de-Conflictos-Sociales-n._-243-Mayo-2024.pdf
244,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-n.°-244-Junio_2024.pdf,Reporte-Mensual-de-Conflictos-Sociales-n._-244-Junio_2024.pdf
245,True,True,match,Reporte-de-Conflictos-Sociales-n.°-245-julio-2024.pdf,Reporte-de-Conflictos-Sociales-n._-245-julio-2024.pdf
246,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-246-Agosto_2024-1.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-246-Agosto_2024-1.pdf
247,True,False,solo_drive,Conflictos Sociales N° 247 - setiembre 2024.pdf,
248,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N°-248-Octubre_2024.pdf,Reporte-Mensual-de-Conflictos-Sociales-N_-248-Octubre_2024.pdf
249,True,False,solo_drive,Reporte-Conflictos-Sociales-249-Noviembre-2024.pdf,
250,True,True,match,Reporte-Conflictos-Sociales-250-Diciembre-2024.pdf,Reporte-Conflictos-Sociales-250-Diciembre-2024.pdf
251,True,True,match,Reporte-Mensual-de-Conflictos-Sociales-N-251-Enero-2025.pdf,Reporte-Mensual-de-Conflictos-Sociales-N-251-Enero-2025.pdf
253,False,True,solo_nuevo,,3.-Reporte-Mensual-de-Conflictos-Sociales-N_-253-Mar_2025.pdf
254,False,True,solo_nuevo,,Reporte-Mensual-de-Conflictos-Sociales-N_-254-Abr_2025.pdf
255,False,True,solo_nuevo,,Reporte-de-conflictos-sociales-n.º-255-_-mayo-2025.pdf
256,False,True,solo_nuevo,,Reporte-de-conflictos-sociales-n.º-256-_-junio-2025.pdf
257,False,True,solo_nuevo,,Reporte-de-conflictos-sociales-n.º-257-_-julio-2025.pdf
258,False,True,solo_nuevo,,Reporte-de-conflictos-sociales-n.º-258-_-agosto-2025.pdf
259,False,True,solo_nuevo,,Reporte-de-Conflictos-Sociales-N_-259.pdf
260,False,True,solo_nuevo,,Reporte-Mensual-de-Conflictos-Sociales-N_-260-Oct_2025.pdf
262,False,True,solo_nuevo,,Reporte-de-conflictos-sociales-n.º-262-_-diciembre-2025.pdf
264,False,True,solo_nuevo,,Reporte-de-Conflictos-Sociales-n-264-febrero-26.pdf
265,False,True,solo_nuevo,,Reporte-de-Conflictos-Sociales-n-265-VF.pdf
266,False,True,solo_nuevo,,Reporte-de-Conflictos-Sociales-n-266-VF.pdf
267,False,True,solo_nuevo,,Reporte-de-Conflictos-Sociales-n-267-VF.pdf
268,False,True,solo_nuevo,,Reporte-de-Conflictos-Sociales-n-268.pdf
269,False,True,solo_nuevo,,Reporte-de-Conflictos-Sociales-n-269.pdf
